SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec
NAGA MANI MIZO TRIPURA,1984,17.40,1.80,5.10,121.10,743.00,514.60,255.30,387.20,250.20,120.40,9.10,28.80,2454.00,19.20,869.20,1407.30,158.30
NAGA MANI MIZO TRIPURA,1985,6.40,36.20,87.10,162.80,377.60,507.50,275.50,301.90,279.40,52.30,8.70,9.90,2105.30,42.60,627.50,1364.20,70.90
NAGA MANI MIZO TRIPURA,1986,8.80,7.30,17.70,263.40,153.00,325.50,376.90,364.60,355.80,311.70,131.20,26.30,2342.30,16.10,434.10,1422.80,469.30
NAGA MANI MIZO TRIPURA,1987,7.70,13.10,68.90,195.00,144.90,420.80,447.20,422.70,388.60,172.20,74.00,6.10,2361.30,20.80,408.80,1679.40,252.30
NAGA MANI MIZO TRIPURA,1988,0.40,33.60,83.50,141.90,470.20,466.40,540.00,407.40,298.60,298.60,75.30,4.30,2820.20,34.00,695.60,1712.40,378.20
NAGA MANI MIZO TRIPURA,1989,0.70,27.10,17.20,139.10,206.90,367.10,470.60,393.60,376.30,352.90,5.30,2.30,2359.00,27.80,363.20,1607.60,360.40
NAGA MANI MIZO TRIPURA,1990,0.20,32.50,197.60,274.90,314.60,380.00,387.90,344.70,339.40,168.20,99.30,42.90,2582.30,32.70,787.20,1452.00,310.40
NAGA MANI MIZO TRIPURA,1991,27.50,41.90,64.10,253.50,619.40,456.60,297.30,326.00,387.30,291.40,28.00,58.90,2851.90,69.40,937.00,1467.20,378.30
NAGA MANI MIZO TRIPURA,1992,4.40,67.10,23.30,95.70,250.20,343.80,439.10,397.20,323.60,243.20,25.40,8.50,2221.40,71.50,369.20,1503.60,277.10
NAGA MANI MIZO TRIPURA,1993,11.10,139.30,92.80,155.40,499.40,539.60,530.90,428.90,302.90,165.40,16.00,0.00,2881.70,150.40,747.70,1802.30,181.40
NAGA MANI MIZO TRIPURA,1994,9.50,30.10,219.30,134.70,130.70,256.20,305.70,335.70,161.60,102.00,27.00,0.00,1712.50,39.60,484.70,1059.20,129.00
NAGA MANI MIZO TRIPURA,1995,5.40,36.50,52.00,68.70,254.50,425.80,403.60,495.90,312.50,129.70,155.30,0.20,2340.20,41.90,375.20,1637.90,285.30
NAGA MANI MIZO TRIPURA,1996,8.10,30.00,153.90,97.30,284.20,314.00,395.10,363.50,341.30,179.70,18.80,8.70,2194.50,38.10,535.30,1413.90,207.20
NAGA MANI MIZO TRIPURA,1997,11.30,23.70,134.40,112.00,255.00,334.00,598.50,273.90,361.60,48.60,17.80,41.30,2212.00,35.10,501.40,1567.90,107.70
NAGA MANI MIZO TRIPURA,1998,28.10,31.60,136.40,164.60,352.20,297.60,480.60,367.30,222.30,97.90,46.50,0.30,2225.40,59.70,653.20,1367.90,144.70
NAGA MANI MIZO TRIPURA,1999,2.20,0.00,33.50,26.30,397.50,358.40,422.70,391.30,338.50,227.70,16.50,18.30,2233.00,2.20,457.30,1510.90,262.60
NAGA MANI MIZO TRIPURA,2000,22.50,26.10,129.10,214.20,403.60,325.40,269.20,465.00,298.30,185.20,24.20,1.10,2363.90,48.60,746.90,1357.90,210.40
NAGA MANI MIZO TRIPURA,2001,1.50,46.90,38.80,83.60,313.80,478.00,322.60,263.00,269.00,266.40,65.40,0.20,2149.00,48.40,436.10,1332.60,332.00
NAGA MANI MIZO TRIPURA,2002,18.60,3.90,62.70,143.80,438.70,351.60,462.20,358.40,225.70,98.90,71.90,6.00,2242.30,22.50,645.10,1397.80,176.90
NAGA MANI MIZO TRIPURA,2003,3.80,11.50,78.00,158.90,265.60,590.90,262.40,281.70,288.40,175.10,5.10,40.90,2162.20,15.30,502.40,1423.40,221.10
